Gender,Height,Weight,Mother_Height,Father_Height
Male,73.847017017515,109.72098511014079,70.03160063973607,74.35519606572657,
Male,71.7309784033377,99.80950418971331,66.01683368515585,73.76356871048823,
Male,68.7850812516616,83.42821884767963,62.307517829587376,68.5708320773321,
Male,63.4564939783664,70.9416420117829,57.862191355470166,63.99966463941446,
Male,64.7663291334055,75.80767932324014,58.578400018229736,66.93050074246698,
Male,67.6456197004212,78.10261397892141,64.17791590179071,68.89818391032438,
Male,69.6400598997523,84.36083528351118,64.99266033024931,68.43133302772505,
Male,69.4394398680395,89.68939099306408,63.07603790195295,70.05639967482794,
Male,67.8931963386043,73.4849212251682,60.65198471847021,67.71744425222796,
Male,72.8008435165003,93.81561209555721,65.1964647064796,75.64608022137139,
Male,68.6181105502058,85.0516040007288,61.318021424921845,66.28252332771417,
Male,69.1801610995692,93.06964917147516,66.1744705978288,71.56452209999391,
Male,69.0761711675356,89.57908693693159,62.07707945045037,67.68560231566465,
Male,64.3041878915595,73.98449171400647,58.3564011865948,66.26672111649036,
Male,65.2703455240394,76.48366073629721,61.33203231327042,66.09026846042997,
Male,70.1047862551571,85.69364533099268,65.25934605738716,72.91885693163985,
Male,69.1798576188774,87.09616642820218,63.2927752983635,69.18927737994322,
Male,70.1835498874837,91.20461347461925,66.42491299198264,68.59718659749227,
Male,66.9909440825232,76.9916661750951,62.82195500278219,67.43731634977111,
Male,70.7744590703974,87.14629375744303,66.15996127101523,71.73805369354469,
Male,71.4031822207589,90.15585187217076,67.34792921408535,69.48840195043823,
Male,66.99688275225,74.81696269301659,63.77423580053177,69.27592794679516,
Male,68.2741914742284,83.69651971522318,62.68166227604066,67.6624827325888,
Male,68.8967060721692,89.10874364478228,64.84352634567902,70.2823057298243,
Male,69.6637252265179,80.37692367463504,66.32754943790877,67.34006631483804,
Male,71.2529856038086,92.83009475385514,63.81568007625441,70.04359568875378,
Male,66.5126276609347,89.108085051696,60.670011203921376,67.98777663170203,
Male,68.2465686016242,90.10998495147659,65.17834894397859,69.52371321922696,
Male,65.9595777848988,72.884939116516,61.705235144927116,63.84764572702379,
Male,68.9515350928246,87.74062224900251,65.3765060190764,66.61287288785252,
Male,71.8154204495308,91.45352147144179,65.42644626862462,70.32866944174323,
Male,64.731925597255,80.5349254947337,60.51384857366922,64.66349103049421,
Male,71.7012340230177,87.58596782982502,64.20871027074708,69.926940518155,
Male,69.4115262206039,80.49925175687932,63.255903953107534,67.08072955626417,
Male,66.2743291154144,70.03262023486185,59.142697079618806,65.20987758680064,
Male,68.7329881487344,81.28585550806041,62.2114776466128,70.55139281178752,
Male,69.1822026805756,78.01042029536235,66.26573782676606,71.11336146216,
Male,68.1906840077038,91.39332783214566,63.205823257445054,67.97171578034249,
Male,67.2619609790619,74.39563230832704,60.11274648019263,66.23179753841735,
Male,68.3115598414683,85.90659881838799,64.9098546349646,66.74947031610085,
Male,63.6322646037867,75.76288511056204,60.610115607411714,61.887959947762575,
Male,62.7069897353164,68.02501915883728,58.66933512815264,65.26548988012692,
Male,67.609843601682,81.58669764235906,61.478395438979994,66.86685854162188,
Male,66.2428983411553,77.87864368816057,61.33973698525992,65.68676938578791,
Male,71.4437056615428,84.21513416257322,66.51885754904808,71.99183453850279,
Male,71.0018976858456,95.22226167348917,67.65368924568544,70.12398280750702,
Male,68.0962197450165,76.08876129279635,63.59294689674425,66.55836690973474,
Male,66.1488525422307,78.66721926539067,58.82972096387704,66.11567206136444,
Male,69.471106031247,93.42993222786886,62.517823321080115,69.54363326894172,
Male,71.0019447673538,98.03034601190538,64.77236441116219,69.64564899219975,
Male,67.4793517580411,81.0198546857534,61.99702498261686,66.91369660914455,
Male,69.9384752593112,77.19040588274811,64.92173358614691,70.82214155360721,
Male,68.8384628598724,81.60470113135456,63.332043404451326,68.28895162206344,
Male,65.2185755780772,84.1267050637788,58.03047518254491,63.9068570796324,
Male,72.4896554004081,90.07506967252283,67.92366661884621,74.87899946752567,
Male,65.1185042831735,80.80058605356176,62.163790689734924,64.89780957624706,
Male,65.530695966695,78.06967498658095,58.539099505466226,65.47666248776407,
Male,72.2139633457195,93.16315233934935,67.09357501686353,71.38716039917507,
Male,66.0651367327304,81.00652083964343,62.17843339774928,68.70680382600527,
Male,68.245944093831,87.66918402520025,64.48500781260836,66.05581408603364,
Male,68.1807307068654,82.12559637267655,61.595951288836574,68.91561334494996,
Male,66.5921571146877,88.9713676626507,61.00400219165967,68.44276849121435,
Male,69.9554511951638,91.60203590585903,62.575168184656825,72.22231148785762,
Male,67.0318520789828,70.98258259569944,61.9094678553474,67.81204018052858,
Male,69.7288048973671,92.48543793657527,64.80421646399816,68.38604749005233,
Male,72.2947433844169,94.56253136903679,65.22395575819604,74.54559442044076,
Male,66.3162319187446,77.38000928531686,62.70636197173265,66.66324229859163,
Male,72.1975120071642,97.34246895103414,65.90398604088098,71.38021056362835,
Male,64.7344243580774,75.52357363954377,59.0220462979293,66.5595387170171,
Male,65.9317848288,79.14513377834484,58.32225866635789,67.93014183712201,
Male,68.589270437901,78.74166434436758,61.08581105499012,69.77167220098409,
Male,70.8208567145256,93.45491046661911,66.8385805906484,72.10709744726877,
Male,67.6809190342573,80.39471207556763,64.01263328265128,65.70827278387519,
Male,64.6652319449664,75.7358951851574,61.27482482458809,62.42228746537291,
Male,66.805849836748,80.08884277121926,63.06954383393136,65.66034904681487,
Male,70.2249233263794,93.29681578104271,66.57299944153651,72.42576502765796,
Male,63.4402474670865,61.53242004573582,56.406554402010066,64.94377294633892,
Male,71.9683056520603,91.41156905704038,66.35977745227645,73.74421210317198,
Male,67.3698086448686,80.12075070484686,64.31686795332057,66.17388905598553,
Male,67.9475700421625,80.44353414342035,62.308356084505206,68.12132542859334,
Male,66.557228572704,77.83089162305043,62.851461938621696,67.5697203512388,
Male,69.0513854849974,74.30766321371598,63.04685823334793,69.97056314907769,
Male,65.1872208535622,78.29291963718043,57.893480300409564,63.13642652066121,
Male,71.606564208448,94.00715825075302,64.97845907283545,73.82677327636404,
Male,65.9294217100738,76.24446625779052,61.684402334768556,67.91153339642844,
Male,68.5976593239588,81.74715768018152,65.41703901705746,68.76396931689779,
Male,71.1824553956369,94.76565747125092,63.606538363092604,69.75664131477745,
Male,68.0913743588464,82.39246708912991,61.012143569662825,65.70504348676673,
Male,69.3271181795885,84.48533360566536,62.534400020220595,68.26236351414474,
Male,70.9291250844694,92.2472151510442,64.12854612986132,73.19236710847855,
Male,72.0498898708186,90.81040138796662,68.46934111328488,74.25907964011913,
Male,72.2591151862599,91.49015123428424,67.073043063574,69.92632204944196,
Male,62.6002479975529,68.81929744598654,56.473996666382874,65.10202109856814,
Male,69.2859214061721,81.09750864821551,62.323079732526466,69.59944546654228,
Male,66.0144282335004,83.67040201142527,58.50340218044798,67.44358510784164,
Male,68.0348217821036,85.76719916733613,60.665370864971216,66.48067247609312,
Male,70.7950226136223,97.86086615480988,63.33044213926811,73.63733154041266,
Male,71.0669062761598,83.58759167590482,63.40144526473847,71.62401924423584,
Male,64.4251937917821,76.70667160789866,60.58733443312742,63.23269230338173,
Male,74.7674468449337,95.42210763147564,70.24760962599578,74.23282803663868,
Male,69.8595879120267,89.3897637863583,65.51775495860385,68.23185226599553,
Male,68.4953431552723,81.61472539297286,65.1346065791794,70.47137365133135,
Male,71.1041331645307,98.55175476111047,67.4803567123059,71.06828055767159,
Male,67.7007881137183,83.98174328774924,64.11004740931415,67.52016559581193,
Male,67.2307718899502,77.57191612107927,60.82589483816514,68.36382293412333,
Male,68.7612469290256,82.15729257270239,64.26883619630306,69.41145866557964,
Male,73.7165276342286,101.38448993759211,68.18839316224235,72.15795109706231,
Male,71.7684637369012,91.08081228215843,67.72779695773961,74.16005852129652,
Male,70.9218444138077,94.27272176567372,66.1536470631335,68.59917452749505,
Male,69.4787441197736,88.27071256268532,63.427378399425606,69.4592641688247,
Male,73.9291241262215,97.80352310948453,70.83669673482714,75.17342463404508,
Male,71.7422762291745,85.25958146820501,64.16859423938777,74.26027763828965,
Male,69.6924222571513,96.03378562960904,62.37799487219516,72.55356647598447,
Male,64.732287155256,75.3443856090206,61.44508675919926,67.05746939199044,
Male,69.749522583002,87.75928319577754,63.90795595281959,68.94097831581271,
Male,70.7647201641119,90.41136097126622,67.16491401370787,69.98167213245259,
Male,72.001732217799,89.00128869343948,68.05743454737322,74.45545060462567,
Male,67.272142995153,82.73261106180416,61.087347535593565,67.98533124295889,
Male,67.409025871346,77.19742368408667,63.92561108172526,68.38049943010878,
Male,69.0082594618674,88.92725080977564,63.09560687829889,69.01241755998468,
Male,73.1262671878997,100.0902480592856,67.90657722004423,71.13950627350056,
Male,67.7824890749697,83.31624532343443,63.49330403033407,68.03136382358667,
Male,72.9870702010434,95.09010812459366,66.17937317118592,75.47784355993261,
Male,69.9156373621056,99.50353209319096,63.489810278372175,72.44531405336721,
Male,68.2955545645253,82.42897511345012,65.07541799386203,68.50242036996288,
Male,68.9608796727544,89.78011299255836,63.14056548227887,71.63224684967555,
Male,65.8385445036175,63.291527419653846,60.527456142877384,66.53396285776844,
Male,67.0975857472015,87.97648509563044,59.604919229020496,66.87270231725667,
Male,68.4208722048485,86.54333156378232,64.91536993500209,68.15110694446122,
Male,70.549242022249,89.75650060538328,65.6557187770795,71.28817397843284,
Male,64.9950782592052,80.61558824772324,57.38850272089101,64.31841845529934,
Male,65.7047154221532,77.15625471661671,58.85379575995366,68.4230028579253,
Male,68.015006008896,88.12700438611591,61.55626446000944,66.90485141278444,
Male,67.6768218539142,81.53352849436911,62.06631865682147,65.49421275418639,
Male,71.9060054405707,98.44203514064566,64.69960952155186,69.83922368450285,
Male,72.8449478550183,93.10016131183346,69.56538035063643,71.76349207322754,
Male,71.0556641579506,92.14242170493299,64.2670042965872,73.56782761029635,
Male,67.5839414255894,81.61798876933716,63.22095761786857,66.3861250010732,
Male,68.6947621511413,86.0656990671391,64.6269758402888,68.16165903964739,
Male,69.8099015736912,92.72626957654946,63.477837686927266,70.84318546430111,
Male,69.6897953335489,86.60586299500021,63.83705290850901,69.06802875021447,
Male,70.6157439783607,85.57640493796126,66.77077866598798,72.49304779951355,
Male,60.748117867457,61.764654549560895,54.06732849877507,62.298648017111645,
Male,67.7571377115653,83.88650158168734,64.64378021890685,67.71376806478241,
Male,68.9210413450252,85.42444025264807,65.75197514274984,68.79126841710887,
Male,70.4666893102283,85.05641155960186,63.25908675919799,68.02003500536193,
Male,68.5294082502857,76.90416739160621,63.465636429341046,70.12327991160353,
Male,70.8163706158515,89.44761736089113,64.59214333744065,69.31114048626091,
Male,67.9068497483934,77.29989274051633,62.728440607597776,67.33589743085177,
Male,73.2839179655908,98.83590045880204,68.28483319705798,75.82471121427697,
Male,69.6701240248717,80.33983435175519,66.6039937911039,68.57501726540949,
Male,68.4578940081104,87.43524923803909,63.60155214112998,66.85387450219392,
Male,69.0777405646964,85.50489461373658,62.507593592602454,68.00699794079182,
Male,73.5259843332352,97.50706616135523,67.42819694093777,74.33980413230096,
Male,72.9616654677117,94.75312092771046,69.23739413329344,72.8297893470154,
Male,71.0586333491432,92.65652501861555,63.81516001697081,69.93020514491475,
Male,71.2844413912849,90.55298705341175,65.59118837578666,70.08302442503567,
Male,68.7661617238793,84.26476446743752,62.04034109430439,70.16098489488482,
Male,69.0494784004474,87.24828589913729,63.76832263608583,70.5005710741201,
Male,67.4597153131659,80.50465343825233,62.523849598861524,66.20169887011684,
Male,69.736086706944,84.15232030140204,64.23050717667267,67.3284321888569,
Male,65.4345968678659,75.3401543137539,57.76326761136501,63.047214139912604,
Male,71.2091942237274,88.97003245210325,68.11212727236143,69.44558961852235,
Male,64.5887816699057,71.87350960813056,59.36008054107364,64.04767505842355,
Male,69.2015781220676,85.32224554465729,63.00046252379536,70.01882842558099,
Male,72.8817069731098,88.08734362800332,66.91287203629476,72.31768360009865,
Male,71.0800835585909,95.18789310300374,66.20810344325258,69.13629365403007,
Male,67.3800578933842,82.85919529662897,60.36035462991262,68.31170941188273,
Male,65.5491212718992,80.94266674200703,60.988404878798654,63.66004674434081,
Male,68.1302884151545,87.10307516032795,63.59973830975653,70.95336098504681,
Male,71.5801231387686,93.14402685832412,67.17662696885962,71.49488121972107,
Male,70.7943025458134,92.02962462368625,64.87379794359836,70.1650874781539,
Male,68.1011134090994,82.94038541136382,63.20489612967558,71.14105346758649,
Male,69.5602289299611,84.92035387873892,65.90204247855662,67.51514712507215,
Male,68.9233366538642,87.96389926316394,63.843890880086875,70.3430167459291,
Male,68.6240631902513,72.51233631315255,61.48833049313148,70.2488677880816,
Male,67.2269862252501,82.42202947071351,61.05915390437802,68.65420542155059,
Male,69.2490128135195,85.03460710809806,65.69960839277077,70.27231721115821,
Male,75.0439950721537,94.58591906465921,68.35873184559908,75.07600396865803,
Male,64.3621638717144,70.79387177529571,60.311643791136355,63.06634541295874,
Male,74.4016718853099,103.79926562821936,70.5445061002834,72.642970179699,
Male,72.1319902243921,96.23284299934434,64.69150690460481,69.81726394666259,
Male,69.229679115924,88.54961321703067,63.345250849746904,67.0970037322872,
Male,69.3129086423205,86.26646115809883,62.67992897894716,71.74935021885966,
Male,70.6633230772118,88.73453331394632,64.1552846838195,68.96052697794096,
Male,70.4670788540361,89.44268702912555,63.456789167739934,68.04881745224644,
Male,70.782228162223,99.98836280742884,65.63170178189517,70.6975066283421,
Male,71.4692208023458,87.40331974588318,65.93786585496326,69.02401657758666,
Male,65.2924347799135,76.52563797518505,59.35464460797358,67.0836765114823,
Male,67.8056798701788,89.39509570785313,61.49376372753444,70.18439065334907,
Male,70.4852947444441,88.35346127065789,63.44769513020905,68.58302498226527,
Male,71.7967671979694,94.97278006580238,66.63062934640081,73.61094469789383,
Male,66.045443857521,76.80504789913874,62.080129019741534,65.97403066301106,
Male,69.3406572151521,78.42823469823112,61.986943118077605,69.31676764797083,
Male,69.7701509519637,82.91457386042116,64.97594710274501,67.90911650888376,
Male,69.7505971518031,84.10864383131468,66.49567607174474,68.00172112266782,
Male,65.6510895191431,74.68383840466839,58.363182538098556,63.72942096988669,
Male,73.7866364434803,96.56998899506775,68.29117726519966,73.19893117967001,
Male,71.2139125656884,88.8692943363427,65.80808911005973,72.62831282428907,
Male,61.9727358785594,63.628865024700865,55.18190277590932,63.509162384374505,
Male,70.3116943408726,83.571541103195,66.34532506001696,68.84094951984515,
Male,67.2277450207952,84.35457720101527,59.76641807061157,69.4840548916657,
Male,64.5273026254953,67.34579572565805,60.10242371585546,64.74939321340571,
Male,72.8367396943866,94.99236348735562,66.89169564927629,75.63234620559773,
Male,66.5151619602185,81.99153251151678,59.77957685958118,66.66074839551206,
Male,70.4138690342612,83.56646150620946,66.00306325921724,73.30106304469275,
Male,69.1372693569977,89.1545618907802,66.17907549753245,66.85494657053181,
Male,68.3544289583384,83.73237013327824,60.7149770301034,66.17390907787704,
Male,71.711124785333,90.30144870245093,64.29081560943285,69.82693486501421,
Male,70.3160097119508,91.4036360354677,66.3934186412009,69.79859008286189,
Male,68.3311500917703,89.70088896272318,65.4097398688121,71.37290461945574,
Male,73.4040585211468,87.4218769022321,70.07763126130938,72.46918793820566,
Male,67.5467614711226,74.16011592266499,60.56134922848355,69.19692422655382,
Male,73.9916041888572,94.78466338675806,66.55218119974627,76.46219512856842,
Male,65.8383911344328,80.3818078833231,62.73344866378786,67.65067523515533,
Male,74.8249453074994,99.94281332886976,68.68899262357306,77.83774171957432,
Male,70.9241944325351,90.61787160246891,67.01966879681898,72.23146002805122,
Male,70.6619920308473,98.86123033499716,65.78043855710743,71.46881353737342,
Male,69.5249439626314,77.1275073860407,63.04188465682486,70.24061757581052,
Male,68.763463696161,80.32360820910908,64.02113347770698,69.80419244405601,
Male,68.46572391809,85.31125498033707,64.31304828531721,67.46458843929763,
